"F [GHz]","Ldiff [] - $W='15um'","Ldiff [] - $W='17.5um'","Ldiff [] - $W='20um'","Ldiff [] - $W='22.5um'","Ldiff [] - $W='25um'","Ldiff [] - $W='27.5um'","Ldiff [] - $W='30um'","Qdiff [] - $W='15um'","Qdiff [] - $W='17.5um'","Qdiff [] - $W='20um'","Qdiff [] - $W='22.5um'","Qdiff [] - $W='25um'","Qdiff [] - $W='27.5um'","Qdiff [] - $W='30um'"
0,,,,,,,,0,,,0,,,
0.05,6.36075840815174,6.0886246468358,5.79114104566242,5.47099616186935,5.21381209066479,4.97195963399641,4.72739334517746,0.618886184666598,0.691092094918561,0.751190674646604,0.802083901880361,0.853245788943377,0.898536329027343,0.932289460703617
0.1,6.34555122943527,6.06989227195901,5.76870261060837,5.44590659514406,5.18475883110209,4.94055259050033,4.69269461395877,1.22762716554467,1.36679748840947,1.48037999264114,1.57510268087839,1.66830486899662,1.74962946434537,1.8068124277388
0.15,6.33973559361164,6.06188255334363,5.75817215144486,5.43424400990087,5.17058592296811,4.92468281189646,4.67486232517467,1.82530854893805,2.02539801611507,2.18483556142578,2.31543692493508,2.44072809370414,2.54705833433821,2.61655871921546
0.2,6.33343966293476,6.05308648110131,5.74660031682546,5.42118735470246,5.15480911194987,4.90675176402239,4.65455131019502,2.40751524313854,2.66087829749756,2.85712979348587,3.0134587471119,3.1599031387304,3.27893632451758,3.34914310816545
0.25,6.3274180745166,6.04448269748645,5.7352390867347,5.4081806629669,5.13916081264877,4.88881166420751,4.63424142594884,2.97281720130175,3.27184915535796,3.49649359123124,3.6687323224085,3.82722746956065,3.94876880016562,4.01128484591957
0.3,6.32204232487273,6.03655123409194,5.72468301301718,5.39594688253153,5.12447542768175,4.87188868343884,4.61516218471701,3.5204203941996,3.85798094722794,4.10362508120795,4.28289853887357,4.44647660349652,4.56292223096305,4.61245025361765
0.35,6.31742517137494,6.02944244598043,5.71510786853494,5.38471794968148,5.11100555251256,4.85631555873064,4.59769414628084,4.04971894136863,4.41927111176431,4.67958370117125,4.85805693138493,5.02166932385129,5.12769560680274,5.16121231451233
0.4,6.31354965235261,6.02314574794335,5.70649499717819,5.37449058362594,5.09873974365339,4.84210621036938,4.58183791141268,4.56020263961903,4.95588618828335,5.22557522191902,5.39644021714604,5.556704144799,5.64886438404985,5.66493908779735
0.45,6.31035233713301,6.01759533782279,5.69876488233151,5.36518541487101,5.08758774598723,4.82917575743401,4.56748110126885,5.05150925312794,5.46821677560486,5.74302271334321,5.90049506367391,6.05547215749842,6.13184582913395,6.13016872646544
0.5,6.30776550980635,6.01272202597278,5.69183877508615,5.35672140814992,5.07746125788764,4.81743501749296,4.55450787505982,5.52349539215635,5.95694776104387,6.23363497268147,6.37295405265765,6.52192859606894,6.58180329200793,6.56283289577423
0.55,6.30573462499466,6.0084736604367,5.68566064047095,5.34904248805101,5.06829954079317,4.80681962854092,4.5428302644506,5.97628185631786,6.42308405539545,6.699404254973,6.81681116982009,6.96004782543673,7.00361435919327,6.96828928356256
0.6,6.30422359768628,6.00482055505104,5.68020111991906,5.34212235990079,5.06007151814246,4.797292107638,4.53238896398744,6.41026843703656,6.86793103978008,7.14254539651883,7.23522467434613,7.3737096195242,7.40177312081584,7.35127254151292
0.65,6.30321507112507,6.00175485079769,5.67545462920707,5.33596092481839,5.0527697473976,4.78883512273234,4.52314518667407,6.8261249826217,7.29304313499229,7.56540155556066,7.63138510999838,7.76656686652585,7.78028737405258,7.71584039344299
0.7,6.3027091418852,5.99928790600243,5.67143441925763,5.33057810977491,5.04640263426642,4.78144336864302,4.51507183196413,7.22476590144918,7.70015181285465,7.97033518036468,8.00837456206327,8.14192359013249,8.14259999105465,8.06534622072112
0.75,6.30272201219837,5.99744726028522,5.66816735989649,5.32600728341666,5.04098715623479,4.77511656553801,4.5081464937594,7.6073120391013,8.09107902974013,8.35961479587434,8.36903153223604,8.50263568371155,8.49154246627506,8.40244327626151
0.8,6.30328502169096,5.99627351497727,5.66568891510821,5.32228893040059,5.03654273809127,4.76985417432882,4.50234667953127,7.97503995447988,8.4676380635371,8.73530350815385,8.71582932761289,8.85103823820675,8.82931886547685,8.72911520723701
0.85,6.30444398462173,5.99581697553635,5.66403834726161,5.31946477510505,5.03308637660782,4.76565175959195,4.49764692361427,8.32931502915235,8.83152233739053,9.0991537744714,9.05077370050589,9.18890007408743,9.15751533475505,9.04672528315554
0.9,6.30625844408616,5.99613377137531,5.663254138237,5.31757248440111,5.03062897476709,4.7624987500742,4.49401733791726,8.67150211758618,9.18418415596458,9.45251374757799,9.37532547896611,9.51740522137381,9.47713022320366,9.35607767478496
0.95,6.30880022381242,5.99728124939737,5.66336970951386,5.31664114550892,5.02917282887731,4.76037732773306,4.49142318225274,9.00284639173779,9.52670903136953,9.79625200957718,9.69035421379329,9.83716083786695,9.78862064386266,9.65748585205923
1,6.31215048799259,5.99931265441535,5.66440963951774,5.31668776857637,5.02871020511776,4.75926219887867,4.48982511777813,9.32431906359482,9.85969662713748,10.1307085661434,9.99612818280463,10.1482305589027,10.0919620328891,9.95084468771175
1.05,6.31657087799962,6.00253356936922,5.66674934031861,5.31730338278334,5.02887789641825,4.7588328254675,4.48891919055405,9.63459274461901,10.1816096998967,10.4537936934755,10.2936292572935,10.4515835930611,10.387802189767,10.2365456094793
1.1,6.32157173819945,6.0063696915596,5.66971968730907,5.31873599343754,5.02986724977156,4.7592291677122,4.48882405715283,9.93447283724858,10.4938275537353,10.767622921439,10.5836579761739,10.7480603425244,10.6773317660816,10.5161821339252
1.15,6.32716766331943,6.01082950633834,5.67332344784417,5.32096358996419,5.03164885754984,4.76041712298389,4.48950253323425,10.2246175036879,10.7970157008159,11.0728353774627,10.8666151270613,11.0379575755739,10.960792247967,10.7899643697243
1.2,6.33337122865729,6.01591924358238,5.67756131060255,5.32396474096364,5.03419501311515,4.76236493615149,4.49092036934982,10.5056231129576,11.0917503258969,11.369967238905,11.1428127839338,11.3214933493285,11.2383517951934,11.0580373808473
1.25,6.34019328693246,6.0216433530767,5.68243244730024,5.32771905732315,5.03748001746756,4.76504341822479,4.49304636256174,10.7780256338868,11.3785266222555,11.6594649684785,11.4124923107435,11.5988247465369,11.5101229393924,11.3204977113314
1.3,6.34764324650532,6.02800491640842,5.6879349763011,5.33220748530665,5.04148032770015,4.76842601346943,4.49585233085133,11.0423032643958,11.6577671805545,11.9416974452411,11.6758386710569,11.8700616000495,11.7761760319199,11.5774056818295
1.35,6.35572932762429,6.03500599932264,5.69406634052998,5.33741247737516,5.04617459843572,4.77248876804363,4.49931300309244,11.2988798499133,11.9298300857371,12.2169668566102,11.932991799839,12.1352771319133,12.0365494895155,11.8287945682565
1.4,6.36445879514806,6.04264794990616,5.7008236120674,5.3433180767212,5.05154365312473,4.77721023749271,4.50340586079593,11.5481287519397,12.195016515317,12.485518336016,12.1840556536616,12.3945162259958,12.2912576291975,12.0746774824653
1.45,6.37383816751737,6.05093164860498,5.70820373506312,5.34990994223201,5.05757041137727,4.78257135893873,4.50811095595741,11.7903769170579,12.4535777299125,12.7475484020303,12.4291054323243,12.6478018859281,12.5402966859904,12.3150525571683
1.5,6.38387340267457,6.05985771618405,5.71620371747721,5.35717533345613,5.06423979061611,4.78855530551912,4.513410720971,12.0259089680727,12.705721413267,13.0032122934262,12.6681933613893,12.8951402992609,12.7836494571216,12.5499068761464
1.55,6.39457006225083,6.06942668550478,5.72482078087451,5.36510306974151,5.07153859461827,4.79514733474269,4.51928978074942,12.2549711946932,12.9516173623957,13.2526303118479,12.9013533411101,13.1365248278523,13.0212889038768,12.779219472433
1.6,6.40593345570935,6.07963914255528,5.73405247619551,5.37368347367426,5.07945539740894,4.80233463830611,4.52573477320856,12.4777753635151,13.1914025553121,13.4958932875302,13.1286047002026,13.3719391676146,13.2531809585674,13.0029636307348
1.65,6.41796876632681,6.09049584163003,5.74389677219971,5.38290830596413,5.08798042806719,4.81010619805247,4.53273418158469,12.6945022986385,13.4251856391244,13.7330672793087,13.349955240343,13.601359862511,13.4792867219403,13.2211086674533
1.7,6.43068116095266,6.10199779897733,5.75435212216518,5.39277069674414,5.09710545996417,4.81845265080243,4.54027818027596,12.9053052071615,13.6530508886758,13.9641976116481,13.5654037162987,13.8247583137957,13.6995641903769,13.4336213159278
1.75,6.44407588545692,6.11414636866751,5.76541751345108,5.4032650766674,5.10682370654739,4.82736616347239,4.54835849474772,13.1103127400474,13.8750616882009,14.1893123408924,13.7749418648661,14.0421023924228,13.9139696181116,13.6404668112785
1.8,6.45815834768463,6.12694330390293,5.77709250369179,5.41438711005472,5.11712972482061,4.83684031902908,4.55696827532247,13.3096317899934,14.0912635875329,14.4084252319735,13.9785560712982,14.2533577376143,14.1224585944505,13.8416097450017
1.85,6.47293418961137,6.14039080650533,5.78937724668369,5.42613363153417,5.12801932702503,4.84687001327256,4.56610198424617,13.5033500353066,14.3016869814828,14.6215383161447,14.1762287429665,14.4584888057813,14.3249868970915,14.0370147417991
1.9,6.4884093502481,6.15449156689017,5.80227251043467,5.43850258704859,5.13948950060347,4.85745136209635,4.57575529518649,13.6915382433437,14.5063494571651,14.8286440904651,14.3679394453803,14.657459719719,14.5215111685622,14.2266469981286
1.95,6.50459012069334,6.16924879646132,5.81577968936118,5.45149297971098,5.15153833626263,4.86858161867497,4.58592500421125,13.8742523496518,14.7052578497234,15.0297274109806,14.5536658443437,14.850234957167,14.7119894522005,14.4104727124383
2,6.52148319258232,6.18466625404114,5.82990081221961,5.46510482071654,5.16416496378492,4.88025909992524,4.59660895126773,14.0515353301273,14.898410042548,15.224767123785,14.7333844892096,15.0367799095007,14.8963816160506,14.5884594299395
2.05,6.5390957010401,6.20074826767687,5.84463854703562,5.47933908534035,5.17736949515489,4.89248312155095,4.60780595120669,14.2234188837036,15.0857965439067,15.413737471476,14.9070714652895,15.2170613349364,15.0746496869588,14.7605763194978
2.1,6.55743526311539,6.21749975293418,5.85999620403536,5.4941976739316,5.1911529745234,4.90525394097963,4.61951573344676,14.389924942665,15.2674018680191,15.5966093068133,15.0747029380574,15.3910477256884,15.2467581124123,14.9267943962455
2.15,6.57651001255174,6.23492622859925,5.87597773737414,5.5096833777433,5.20551733452514,4.91857270752944,4.63173888944387,14.5510670268656,15.4432057450944,15.7733511405074,15.2362556075191,15.5587096046228,15.4126739640836,15.087086700518
2.2,6.59632863164684,6.2530338305484,5.89258774628984,5.52579984939501,5.22046535847861,4.93244141918376,4.64447682720435,14.7068514570698,15.6131841816789,15.943930045972,15.3917070876852,15.7200197639595,15.5723670941535,15.2414284414139
2.25,6.61690038085561,6.27182932441502,5.90983147617841,5.54255157774763,5.236000648021,4.94686288540152,4.65773173215696,14.8572784414751,15.7773103899222,16.1083124404256,15.5410362233948,15.8749534561178,15.7258102533186,15.3897971115119
2.3,6.63823512671205,6.29132011757411,5.92771481998126,5.55994386696424,5.25212759576417,4.96184069544257,4.67150653377277,15.0023430482795,15.9355556018841,16.2664647588015,15.6842233545346,16.0234885449449,15.8729791775895,15.5321725779303
2.35,6.66034336857124,6.31151427087724,5.94624432019518,5.5779828195373,5.26885136259306,4.97737919174012,4.68580487739152,15.1420360759582,16.0878897829271,16.4183540344979,15.8212505359338,16.1656056240146,16.0138526496292,15.6685371538212
2.4,6.68323626461477,6.33242051049822,5.96542717174835,5.59667532307456,5.28617785926571,4.99348344790303,4.70063110077809,15.2763448318142,16.2342822563674,16.5639483989471,15.952101719781,16.3012881074459,16.1484125392454,15.7988756535911
2.45,6.70692565750853,6.35404824019223,5.98527122593838,5.61602904065243,5.30411373200938,5.0101592509786,4.71599021499159,15.4052538282751,16.3747022499815,16.7032175102524,16.0767629062396,16.4305222977222,16.2766438267717,15.9231754344522
2.5,6.73142410005924,6.37640755422485,6.00578499558876,5.63605240456373,5.32266635184521,5.02741308765146,4.73188788920338,15.5287454054619,16.5091193735858,16.8361329197017,16.1952222669821,16.5532974341775,16.3985346123552,16.0414264264141
2.55,6.75674488117966,6.39950925118951,6.02697766155165,5.65675461330799,5.34184380740536,5.04525213409585,4.74833043914885,15.6468002876361,16.6375040357105,16.9626683837347,16.3074702455722,16.6696057251666,16.5140761135901,16.1536211523975
2.6,6.78290205244202,6.42336484890398,6.04885908066364,5.67814563169192,5.36165490104059,5.06368424923662,4.76532481894203,15.7593980803344,16.7598278063858,17.0828001279138,16.4134996379811,16.7794423663972,16.6232626534704,16.2597547398368
2.65,6.80991045547525,6.44798660055344,6.07143979524531,5.7002361939284,5.38210914804431,5.08271797120966,4.78287861602056,15.8665177142742,16.8760637321434,17.1965070685728,16.5133056559871,16.8828055474812,16.7260916402625,16.3598249248753
2.7,6.8377857504416,6.47338751223051,6.09473104422492,5.72303780964359,5.40321677884882,5.10236251684407,4.80100004902486,15.9681378414382,16.9861866086118,17.3037709970718,16.6068859757687,16.9796964484007,16.8225635405918,16.4538320500432
2.75,6.86654444581446,6.49958136201139,6.11874477595965,5.74656277272027,5.42498874407406,5.12262778401886,4.81969796844662,16.064237188183,17.0901732153892,17.4045767309609,16.6942407736291,17.0701192272952,16.9126818467926,16.5417790561599
2.8,6.89620392966683,6.52658272069725,6.14349366282439,5.770824172926,5.44743672233425,5.14352435677266,4.83898185991143,16.1547948696817,17.1880025173249,17.4989122358095,16.7753727504948,17.1540810007458,16.9964530393834,16.6236714690674
2.85,6.92678250267395,6.5544069743468,6.16899111763719,5.79583591029323,5.47057313073049,5.16506351307157,4.8588618499856,16.2397906695456,17.2796558358515,17.5867687209993,16.8502871465761,17.2315918175312,17.0738865453495,16.6995173816871
2.9,6.95829941302767,6.58307034872171,6.19525131199127,5.82161271223669,5.49441113797894,5.18725723516201,4.87934871442257,16.3192052880643,17.3651169935588,17.6681407123878,16.9189917473669,17.3026646266844,17.1449946928196,16.7693274318391
2.95,6.99077489346054,6.61258993576887,6.22228919656678,5.84817015341205,5.51896468014425,5.21011822245811,4.90045388878519,16.3930205621221,17.444372434857,17.7430261043895,16.9814968819885,17.3673152405421,17.2097926625896,16.8331147761742
3,7.02423020057732,6.64298372226378,6.25012052350033,5.87552467833717,5.54424847896768,5.23365990693319,4.92218948140149,16.4612196595427,17.5174113252205,17.8114261937537,17.0378154147466,17.4255622933764,17.2682984368949,16.8908950605326
3.05,7.0586876566962,6.67427062074579,6.2787618708958,5.90369362681521,5.57027806279805,5.25789647100412,4.94456828863054,16.5237872503019,17.5842256312535,17.8733456970378,17.087962730636,17.4774271961192,17.3205327457495,16.9426863870137
3.1,7.09417069440815,6.70647050288018,6.30823066956727,5.93269526221649,5.59706979015146,5.28284286791598,4.96760381243288,16.580709656812,17.64481018354,17.9287927535678,17.131956715445,17.5229340876121,17.3665190111273,16.9885092779914
3.15,7.13070390407061,6.73960423539139,6.33854523211382,5.96254880269382,5.6246408759441,5.30851484465249,4.99131028025772,16.631974985236,17.699162724051,17.9777789154746,17.1698177310145,17.5621097827681,17.4062832892304,17.0283866373095
3.2,7.16831308446308,6.7736937187202,6.36972478443467,5.99327445542394,5.65300942045971,5.33492896741497,5.01570266727546,16.6775732396016,17.7472839396752,18.0203191262442,17.2015685861523,17.5949837179806,17.4398542110422,17.0623437088594
3.25,7.2070252968444,6.80876192856937,6.40178949980422,6.02489345398641,5.68219444113104,5.36210264972968,5.04079672100065,16.7174964202936,17.7891774832808,18.0564316890353,17.2272345036298,17.6215878940745,17.467262921356,17.0904080327362
3.3,7.24686892266681,6.84483296051421,6.43476053563814,6.0574280990102,5.71221590723268,5.39005418326133,5.06660898836645,16.7517386083492,17.8248499835662,18.0861382259369,17.2468430836616,17.6419568170799,17.4885430164426,17.1126093991622
3.35,7.28787372521943,6.8819320778693,6.4686600730942,6.09090180223816,5.74309477760074,5.41880277142714,5.09315684532764,16.7802960368399,17.8543110448333,18.1094636291775,17.2604242642042,17.656127437062,17.5037304805095,17.12897980035
3.4,7.33007091549321,6.9200857630183,6.5035113596661,6.12533913418016,5.7748530415135,5.44836856592405,5.12045852908589,16.8031671504889,17.8775732377006,18.1264360052315,17.2680102783975,17.6641390852448,17.5128636210946,17.139553380482
3.45,7.37349322258227,6.95932177243097,6.53933875494291,6.16076587554775,5.80751376288707,5.47877270629998,5.14853317304706,16.8203526545714,17.8946520816663,18.1370866126535,17.2696356094356,17.6660334096235,17.515983003529,17.1443663839719
3.5,7.41817496896079,6.99966919561198,6.57616777972437,6.19720907268646,5.84110112796024,5.51003736271869,5.17740084463763,16.8318555540344,17.9055660203625,18.1414497944124,17.265336943125,17.6618543092765,17.5131313845987,17.1434571021709
3.55,7.46415215100365,7.04115851824638,6.61402516869941,6.23469709724623,5.87564049666424,5.54218578208793,5.20708258612503,16.8376811836912,17.9103363902335,18.1395629054085,17.2551531183759,17.6516478675482,17.504353645523,17.1368658186774
3.6,7.51146252514912,7.08382168983139,6.6529389269158,6.2732597103575,5.91115845789652,5.57524233774147,5.23760045860568,16.8378372302571,17.908987383333,18.1314662358082,17.2391250758557,17.6354622842811,17.4896967243798,17.1246347534106
3.65,7.56014570013713,7.12769219610916,6.6929383902893,6.31292813160884,5.94768288894132,5.60923258288765,5.26897758934327,16.8323337469321,17.9015460048434,18.1172029307659,17.2172958050056,17.6133478072596,17.4692095480835,17.1068080055939
3.7,7.61024323579474,7.17280513664478,6.73405429042519,6.35373511315298,5.98524301930705,5.64418330806125,5.30123822266183,16.8211831611622,17.8880420258895,18.096818907054,17.1897102896222,17.5853566630263,17.4429429640367,17.0834314958037
3.75,7.66179874888286,7.2191973079243,6.77631882404966,6.39571501930165,6.02386949927803,5.68012260284065,5.3344077746199,16.8044002761612,17.8685079321504,18.0703627670776,17.1564154521897,17.5515429872134,17.4109496715632,17.054552907225
3.8,7.7148580265656,7.26690729238305,6.81976572737693,6.43890391200641,6.06359447350945,5.71707992211998,5.36851289171619,16.7820022667179,17.8429788687414,18.0378857107102,17.11746009713,17.5119627545363,17.3732841532302,17.0202216262564
3.85,7.7694691481156,7.31597555381183,6.86443035576857,6.4833396426623,6.10445166002743,5.75508615725589,5.40358151390345,16.7540086697762,17.8114925817907,17.9994414453448,17.0728948531406,17.4666737085847,17.3300026061681,16.9804886826035
3.9,7.82568261552657,7.36644453963145,6.91034976907466,6.52906195071518,6.14647643503269,5.79417371244083,5.43964294221518,16.7204413702218,17.7740893571053,17.9550860945275,17.0227721147703,17.4157352915403,17.2811628734885,16.9354066889913
3.95,7.88355149376866,7.41835879057146,6.95756282308389,6.57611256960168,6.18970592394621,5.83437658669044,5.47672791134066,16.6813245822866,17.730811956281,17.9048781055057,16.9671459833827,17.3592085739449,17.2268243758975,16.8850297806261
4,7.94313156149296,7.47176505834082,7.00611026754925,6.62453534060337,6.23417909917873,5.87573046187125,5.51486866751731,16.6366848269387,17.6817055505935,17.8488781559979,16.9060722076417,17.2971561846381,17.167048043606,16.829413554529
4.05,8.00448147307126,7.52671243193443,7.05603485130142,6.67437633525531,6.27993688515442,5.91827279723735,5.55409905214595,16.5865509055968,17.6268176529677,17.787149060462,16.8396081236551,17.2296422409755,17.1018962486245,16.7686150088619
4.1,8.06766293294437,7.58325247328187,7.10738143501046,6.72568398701355,6.32702227117136,5.96204293099188,5.59445459157516,16.5309538704904,17.5661980483092,17.7197556761229,16.7678125948948,17.1567322794357,17.031432737536,16.7026924823554
4.15,8.13274088335091,7.64143936301434,7.16019711221094,6.77850923295735,6.37548043274061,6.00708218944027,5.63597259354479,16.4699269919479,17.4998987224577,17.6467648089937,16.6907459520151,17.0784931867148,16.9557225648273,16.6317055939517
4.2,8.19978370661684,7.70133005720211,7.21453133926523,6.83290566638127,6.42535886210977,6.05343400435938,5.67869225082799,16.4035057228876,17.427973789998,17.5682451201039,16.6084699326772,16.9949931314042,16.8748320268653,16.5557151827591
4.25,8.26886344330828,7.76298445600052,7.27043607500654,6.88892970122,6.47670750874867,6.10114403926978,5.72265475266494,16.3317276607565,17.350479421151,17.4842670321367,16.5210476214836,16.9063014963432,16.7888285965912,16.4747832484212
4.3,8.34005602768574,7.82646558523713,7.3279659308761,6.94664074934641,6.52957893065442,6.150260325368,5.7679034046411,16.2546325071481,17.2674737679482,17.3949026366506,16.4285433901237,16.8124888117258,16.697780859007,16.3889728919869
4.35,8.41344154204976,7.89183979207835,7.38717833245117,7.00610141189269,6.58402845742143,6.20083340795331,5.81448375772929,16.1722620253161,17.179016889883,17.3002256020583,16.3310228378179,16.7136266890442,16.6017584475243,16.2983482573685
4.4,8.48910449173849,7.95917695603151,7.44813369335079,7.06737768586561,6.64011436611998,6.25291650426979,5.86244374728834,16.084659995781,17.085170679207,17.2003110825051,16.2285527321512,16.6097877559402,16.5008319812362,16.2029744734705
4.45,8.5671341027284,8.02855071666959,7.51089560260715,7.13053918746298,6.69789807113735,6.30656567378044,5.91183384289279,15.9918721702173,16.9859987860405,17.0952356277919,16.1212009503742,16.5010455920295,16.395073003174,16.1029175970579
4.5,8.64762464400343,8.10003871961324,7.57553102670316,7.19565939365073,6.75744432925731,6.36184000199744,5.96270720995939,15.8939462237964,16.881566543444,16.9850770944632,16.0090364212446,16.3874746657649,16.2845539196045,15.998244556438
4.55,8.73067577709955,8.17372288246828,7.64211052760214,7.26281590373035,6.81882146139151,6.418801799112,6.01511988423789,15.7909317061466,16.7719408925922,16.869914558176,15.8921290674854,16.2691502723911,16.1693479404155,15.8890230960162
4.6,8.8163929355024,8.24968968260193,7.71070849823561,7.33209072281804,6.88210159252927,6.47751681480178,6.06913096034696,15.6828799910852,16.6571903081796,16.7498282274509,15.7705497489173,16.1461484730457,16.0495290206382,15.7753217217835
4.65,8.90488773688263,8.32803046884771,7.78140341707276,7.40357056937272,6.94736091164539,6.5380544707435,6.12480279566352,15.5698442252638,16.5373847241773,16.6248993588986,15.6443702063295,16.0185460350499,15.9251718031481,15.6572096477897
4.7,8.99627843149931,8.40884179946141,7.85427812357033,7.47734720915238,7.01467995349831,6.60048811252739,6.1822012310162,15.4518792758643,16.4125954600528,16.495210174005,15.5136630061413,15.8864203734327,15.7963515625792,15.5347567436491
4.75,9.09069039049328,8.49222580891288,7.92942011649972,7.55351781825228,7.08414390446991,6.66489528285923,6.24139582979344,15.3290416774712,16.2828951475555,16.3608437775479,15.3785014859054,15.7498494937247,15.663144150488,15.4080334831196
4.8,9.18825663823659,8.57829060639358,8.0069218773698,7.63218537818837,7.15584293484342,6.73135801814947,6.30246013725693,15.2013895782402,16.1483576581633,16.2218840777127,15.2389597006981,15.6089119360523,15.5256259417938,15.2771108937971
4.85,9.28911843340803,8.66715070925398,8.08688122141396,7.71345910633909,7.22987256019364,6.79996317082943,6.3654719620533,15.0689826854761,16.0090580312773,16.0784157079633,15.0951123704374,15.4636867205623,15.3838737825211,15.1420605079523
4.9,9.39342590403832,8.75892751496226,8.16940167889149,7.79745492545688,7.30633403487777,6.87080276000649,6.43051368214546,14.9318822107271,15.865072403247,15.9305239507204,14.9470348281651,15.3142532941991,15.237964938865,15.0029543145433
4.95,9.50133874242186,8.85374981560406,8.25459290977198,7.88429597641157,7.38533478097044,6.94397435337786,6.49767257764313,14.7901508144951,15.7164779372994,15.7782946628897,14.7948029693276,15.1606914788529,15.0879770475973,14.8598647124256
5,9.61302696653851,8.95175435942936,8.34257115523105,7.97411317884174,7.46698885639082,7.01958148367114,6.5670411933038,14.6438525506595,15.5633527544418,15.621814203279,14.6384932020813,15.0030814208972,14.9339880678248,14.7128644647803
5.05,9.72867175548169,9.05308646450457,8.43345972979389,8.06704584497622,7.55141746642795,7.09773410327596,6.63871773380639,14.4930528107015,15.4057758653985,15.4611693619322,14.4781823986513,14.8415035421246,14.7760762341137,14.5620266547769
